issues foot,'issu' <-> 'foot'
intestine is rupture,'intestin' <2> 'ruptur'
intestine is in rupture,'intestin' <3> 'ruptur'
intestine is a little rupture,'intestin' <3> 'littl' <-> 'ruptur'
puffy intestine,'puffi' <-> 'intestin'
puffy in my intestine,'puffi' <3> 'intestin'
puffy in intestine,'puffi' <2> 'intestin'
intestine puffy,'intestin' <-> 'puffi'
intestine is puffy,'intestin' <2> 'puffi'
intestine is in puffy,'intestin' <3> 'puffi'
intestine is a little puffy,'intestin' <3> 'littl' <-> 'puffi'
issues jaw,'issu' <-> 'jaw'
issues in my jaw,'issu' <3> 'jaw'
issues in jaw,'issu' <2> 'jaw'
jaw issues,'jaw' <-> 'issu'
jaw is issues,'jaw' <2> 'issu'
jaw is in issues,'jaw' <3> 'issu'
jaw is a little issues,'jaw' <3> 'littl' <-> 'issu'
puffing jaw,'puf' <-> 'jaw'
puffing in my jaw,'puf' <3> 'jaw'
puffing in jaw,'puf' <2> 'jaw'
jaw puffing,'jaw' <-> 'puf'
jaw is puffing,'jaw' <2> 'puf'
jaw is in puffing,'jaw' <3> 'puf'
jaw is a little puffing,'jaw' <3> 'littl' <-> 'puf'
inflamed jaw,'inflam' <-> 'jaw'
inflamed in my jaw,'inflam' <3> 'jaw'
inflamed in jaw,'inflam' <2> 'jaw'
jaw inflamed,'jaw' <-> 'inflam'
jaw is inflamed,'jaw' <2> 'inflam'
jaw is in inflamed,'jaw' <3> 'inflam'
jaw is a little inflamed,'jaw' <3> 'littl' <-> 'inflam'
hurts jaw,'hurt' <-> 'jaw'
hurts in my jaw,'hurt' <3> 'jaw'
hurts in jaw,'hurt' <2> 'jaw'
jaw hurts,'jaw' <-> 'hurt'
jaw is hurts,'jaw' <2> 'hurt'
jaw is in hurts,'jaw' <3> 'hurt'
jaw is a little hurts,'jaw' <3> 'littl' <-> 'hurt'
cramps jaw,'cramp' <-> 'jaw'
cramps in my jaw,'cramp' <3> 'jaw'
cramps in jaw,'cramp' <2> 'jaw'
jaw cramps,'jaw' <-> 'cramp'
jaw is cramps,'jaw' <2> 'cramp'
jaw is in cramps,'jaw' <3> 'cramp'
jaw is a little cramps,'jaw' <3> 'littl' <-> 'cramp'
shaking jaw,'shake' <-> 'jaw'
shaking in my jaw,'shake' <3> 'jaw'
shaking in jaw,'shake' <2> 'jaw'
jaw shaking,'jaw' <-> 'shake'
jaw is shaking,'jaw' <2> 'shake'
jaw is in shaking,'jaw' <3> 'shake'
jaw is a little shaking,'jaw' <3> 'littl' <-> 'shake'
hypersensitivity jaw,'hypersensit' <-> 'jaw'
hypersensitivity in my jaw,'hypersensit' <3> 'jaw'
hypersensitivity in jaw,'hypersensit' <2> 'jaw'
jaw hypersensitivity,'jaw' <-> 'hypersensit'
jaw is hypersensitivity,'jaw' <2> 'hypersensit'
jaw is in hypersensitivity,'jaw' <3> 'hypersensit'
jaw is a little hypersensitivity,'jaw' <3> 'littl' <-> 'hypersensit'
trauma jaw,'trauma' <-> 'jaw'
trauma in my jaw,'trauma' <3> 'jaw'
trauma in jaw,'trauma' <2> 'jaw'
jaw trauma,'jaw' <-> 'trauma'
jaw is trauma,'jaw' <2> 'trauma'
jaw is in trauma,'jaw' <3> 'trauma'
jaw is a little trauma,'jaw' <3> 'littl' <-> 'trauma'
inflammation jaw,'inflamm' <-> 'jaw'
inflammation in my jaw,'inflamm' <3> 'jaw'
inflammation in jaw,'inflamm' <2> 'jaw'
jaw inflammation,'jaw' <-> 'inflamm'
jaw is inflammation,'jaw' <2> 'inflamm'
jaw is in inflammation,'jaw' <3> 'inflamm'
jaw is a little inflammation,'jaw' <3> 'littl' <-> 'inflamm'
avulsion jaw,'avuls' <-> 'jaw'
avulsion in my jaw,'avuls' <3> 'jaw'
avulsion in jaw,'avuls' <2> 'jaw'
jaw avulsion,'jaw' <-> 'avuls'
jaw is avulsion,'jaw' <2> 'avuls'
jaw is in avulsion,'jaw' <3> 'avuls'
jaw is a little avulsion,'jaw' <3> 'littl' <-> 'avuls'
plaque jaw,'plaqu' <-> 'jaw'
plaque in my jaw,'plaqu' <3> 'jaw'
plaque in jaw,'plaqu' <2> 'jaw'
jaw plaque,'jaw' <-> 'plaqu'
jaw is plaque,'jaw' <2> 'plaqu'
jaw is in plaque,'jaw' <3> 'plaqu'
jaw is a little plaque,'jaw' <3> 'littl' <-> 'plaqu'
tingling jaw,'tingl' <-> 'jaw'
tingling in my jaw,'tingl' <3> 'jaw'
tingling in jaw,'tingl' <2> 'jaw'
jaw tingling,'jaw' <-> 'tingl'
jaw is tingling,'jaw' <2> 'tingl'
jaw is in tingling,'jaw' <3> 'tingl'
jaw is a little tingling,'jaw' <3> 'littl' <-> 'tingl'
discomfort jaw,'discomfort' <-> 'jaw'
discomfort in my jaw,'discomfort' <3> 'jaw'
discomfort in jaw,'discomfort' <2> 'jaw'
jaw discomfort,'jaw' <-> 'discomfort'
jaw is discomfort,'jaw' <2> 'discomfort'
jaw is in discomfort,'jaw' <3> 'discomfort'
jaw is a little discomfort,'jaw' <3> 'littl' <-> 'discomfort'
oedema jaw,'oedema' <-> 'jaw'
oedema in my jaw,'oedema' <3> 'jaw'
oedema in jaw,'oedema' <2> 'jaw'
jaw oedema,'jaw' <-> 'oedema'
jaw is oedema,'jaw' <2> 'oedema'
jaw is in oedema,'jaw' <3> 'oedema'
jaw is a little oedema,'jaw' <3> 'littl' <-> 'oedema'
burning jaw,'burn' <-> 'jaw'
burning in my jaw,'burn' <3> 'jaw'
burning in jaw,'burn' <2> 'jaw'
jaw burning,'jaw' <-> 'burn'
jaw is burning,'jaw' <2> 'burn'
jaw is in burning,'jaw' <3> 'burn'
jaw is a little burning,'jaw' <3> 'littl' <-> 'burn'
macule jaw,'macul' <-> 'jaw'
macule in my jaw,'macul' <3> 'jaw'
macule in jaw,'macul' <2> 'jaw'
jaw macule,'jaw' <-> 'macul'
jaw is macule,'jaw' <2> 'macul'
jaw is in macule,'jaw' <3> 'macul'
jaw is a little macule,'jaw' <3> 'littl' <-> 'macul'
tight jaw,'tight' <-> 'jaw'
tight in my jaw,'tight' <3> 'jaw'
tight in jaw,'tight' <2> 'jaw'
jaw tight,'jaw' <-> 'tight'
jaw is tight,'jaw' <2> 'tight'
jaw is in tight,'jaw' <3> 'tight'
jaw is a little tight,'jaw' <3> 'littl' <-> 'tight'
pains jaw,'pain' <-> 'jaw'
pains in my jaw,'pain' <3> 'jaw'
pains in jaw,'pain' <2> 'jaw'
jaw pains,'jaw' <-> 'pain'
jaw is pains,'jaw' <2> 'pain'
jaw is in pains,'jaw' <3> 'pain'
jaw is a little pains,'jaw' <3> 'littl' <-> 'pain'
injury jaw,'injuri' <-> 'jaw'
injury in my jaw,'injuri' <3> 'jaw'
injury in jaw,'injuri' <2> 'jaw'
jaw injury,'jaw' <-> 'injuri'
jaw is injury,'jaw' <2> 'injuri'
jaw is in injury,'jaw' <3> 'injuri'
jaw is a little injury,'jaw' <3> 'littl' <-> 'injuri'
numbness jaw,'numb' <-> 'jaw'
numbness in my jaw,'numb' <3> 'jaw'
numbness in jaw,'numb' <2> 'jaw'
jaw numbness,'jaw' <-> 'numb'
jaw is numbness,'jaw' <2> 'numb'
jaw is in numbness,'jaw' <3> 'numb'
jaw is a little numbness,'jaw' <3> 'littl' <-> 'numb'
pounding jaw,'pound' <-> 'jaw'
pounding in my jaw,'pound' <3> 'jaw'
pounding in jaw,'pound' <2> 'jaw'
jaw pounding,'jaw' <-> 'pound'
jaw is pounding,'jaw' <2> 'pound'
jaw is in pounding,'jaw' <3> 'pound'
jaw is a little pounding,'jaw' <3> 'littl' <-> 'pound'
laceration jaw,'lacer' <-> 'jaw'
laceration in my jaw,'lacer' <3> 'jaw'
laceration in jaw,'lacer' <2> 'jaw'
jaw laceration,'jaw' <-> 'lacer'
jaw is laceration,'jaw' <2> 'lacer'
jaw is in laceration,'jaw' <3> 'lacer'
jaw is a little laceration,'jaw' <3> 'littl' <-> 'lacer'
obstruction jaw,'obstruct' <-> 'jaw'
obstruction in my jaw,'obstruct' <3> 'jaw'
obstruction in jaw,'obstruct' <2> 'jaw'
jaw obstruction,'jaw' <-> 'obstruct'
jaw is obstruction,'jaw' <2> 'obstruct'
jaw is in obstruction,'jaw' <3> 'obstruct'
jaw is a little obstruction,'jaw' <3> 'littl' <-> 'obstruct'
swollen jaw,'swollen' <-> 'jaw'
swollen in my jaw,'swollen' <3> 'jaw'
swollen in jaw,'swollen' <2> 'jaw'
jaw swollen,'jaw' <-> 'swollen'
jaw is swollen,'jaw' <2> 'swollen'
jaw is in swollen,'jaw' <3> 'swollen'
jaw is a little swollen,'jaw' <3> 'littl' <-> 'swollen'
swelling jaw,'swell' <-> 'jaw'
swelling in my jaw,'swell' <3> 'jaw'
swelling in jaw,'swell' <2> 'jaw'
jaw swelling,'jaw' <-> 'swell'
jaw is swelling,'jaw' <2> 'swell'
jaw is in swelling,'jaw' <3> 'swell'
jaw is a little swelling,'jaw' <3> 'littl' <-> 'swell'
scratchy jaw,'scratchi' <-> 'jaw'
scratchy in my jaw,'scratchi' <3> 'jaw'
scratchy in jaw,'scratchi' <2> 'jaw'
jaw scratchy,'jaw' <-> 'scratchi'
jaw is scratchy,'jaw' <2> 'scratchi'
jaw is in scratchy,'jaw' <3> 'scratchi'
jaw is a little scratchy,'jaw' <3> 'littl' <-> 'scratchi'
erythema jaw,'erythema' <-> 'jaw'
erythema in my jaw,'erythema' <3> 'jaw'
erythema in jaw,'erythema' <2> 'jaw'
jaw erythema,'jaw' <-> 'erythema'
jaw is erythema,'jaw' <2> 'erythema'
jaw is in erythema,'jaw' <3> 'erythema'
jaw is a little erythema,'jaw' <3> 'littl' <-> 'erythema'
spasm jaw,'spasm' <-> 'jaw'
spasm in my jaw,'spasm' <3> 'jaw'
spasm in jaw,'spasm' <2> 'jaw'
jaw spasm,'jaw' <-> 'spasm'
jaw is spasm,'jaw' <2> 'spasm'
jaw is in spasm,'jaw' <3> 'spasm'
jaw is a little spasm,'jaw' <3> 'littl' <-> 'spasm'
prickling jaw,'prickl' <-> 'jaw'
prickling in my jaw,'prickl' <3> 'jaw'
prickling in jaw,'prickl' <2> 'jaw'
jaw prickling,'jaw' <-> 'prickl'
jaw is prickling,'jaw' <2> 'prickl'
jaw is in prickling,'jaw' <3> 'prickl'
jaw is a little prickling,'jaw' <3> 'littl' <-> 'prickl'
luxation jaw,'luxat' <-> 'jaw'
luxation in my jaw,'luxat' <3> 'jaw'
luxation in jaw,'luxat' <2> 'jaw'
jaw luxation,'jaw' <-> 'luxat'
jaw is luxation,'jaw' <2> 'luxat'
jaw is in luxation,'jaw' <3> 'luxat'
jaw is a little luxation,'jaw' <3> 'littl' <-> 'luxat'
soreness jaw,'sore' <-> 'jaw'
soreness in my jaw,'sore' <3> 'jaw'
soreness in jaw,'sore' <2> 'jaw'
jaw soreness,'jaw' <-> 'sore'
jaw is soreness,'jaw' <2> 'sore'
jaw is in soreness,'jaw' <3> 'sore'
jaw is a little soreness,'jaw' <3> 'littl' <-> 'sore'
nodule jaw,'nodul' <-> 'jaw'
nodule in my jaw,'nodul' <3> 'jaw'
nodule in jaw,'nodul' <2> 'jaw'
jaw nodule,'jaw' <-> 'nodul'
jaw is nodule,'jaw' <2> 'nodul'
jaw is in nodule,'jaw' <3> 'nodul'
jaw is a little nodule,'jaw' <3> 'littl' <-> 'nodul'
throbbing jaw,'throb' <-> 'jaw'
throbbing in my jaw,'throb' <3> 'jaw'
throbbing in jaw,'throb' <2> 'jaw'
jaw throbbing,'jaw' <-> 'throb'
jaw is throbbing,'jaw' <2> 'throb'
jaw is in throbbing,'jaw' <3> 'throb'
jaw is a little throbbing,'jaw' <3> 'littl' <-> 'throb'
contusion jaw,'contus' <-> 'jaw'
contusion in my jaw,'contus' <3> 'jaw'
contusion in jaw,'contus' <2> 'jaw'
jaw contusion,'jaw' <-> 'contus'
jaw is contusion,'jaw' <2> 'contus'
jaw is in contusion,'jaw' <3> 'contus'
jaw is a little contusion,'jaw' <3> 'littl' <-> 'contus'
pallor jaw,'pallor' <-> 'jaw'
pallor in my jaw,'pallor' <3> 'jaw'
pallor in jaw,'pallor' <2> 'jaw'
jaw pallor,'jaw' <-> 'pallor'
jaw is pallor,'jaw' <2> 'pallor'
jaw is in pallor,'jaw' <3> 'pallor'
jaw is a little pallor,'jaw' <3> 'littl' <-> 'pallor'
itchy jaw,'itchi' <-> 'jaw'
itchy in my jaw,'itchi' <3> 'jaw'
itchy in jaw,'itchi' <2> 'jaw'
jaw itchy,'jaw' <-> 'itchi'
jaw is itchy,'jaw' <2> 'itchi'
jaw is in itchy,'jaw' <3> 'itchi'
jaw is a little itchy,'jaw' <3> 'littl' <-> 'itchi'
leak jaw,'leak' <-> 'jaw'
leak in my jaw,'leak' <3> 'jaw'
leak in jaw,'leak' <2> 'jaw'
jaw leak,'jaw' <-> 'leak'
jaw is leak,'jaw' <2> 'leak'
jaw is in leak,'jaw' <3> 'leak'
jaw is a little leak,'jaw' <3> 'littl' <-> 'leak'
abrasion jaw,'abras' <-> 'jaw'
abrasion in my jaw,'abras' <3> 'jaw'
abrasion in jaw,'abras' <2> 'jaw'
jaw abrasion,'jaw' <-> 'abras'
jaw is abrasion,'jaw' <2> 'abras'
jaw is in abrasion,'jaw' <3> 'abras'
jaw is a little abrasion,'jaw' <3> 'littl' <-> 'abras'
tremor jaw,'tremor' <-> 'jaw'
tremor in my jaw,'tremor' <3> 'jaw'
tremor in jaw,'tremor' <2> 'jaw'
jaw tremor,'jaw' <-> 'tremor'
jaw is tremor,'jaw' <2> 'tremor'
jaw is in tremor,'jaw' <3> 'tremor'
jaw is a little tremor,'jaw' <3> 'littl' <-> 'tremor'
complication jaw,'complic' <-> 'jaw'
complication in my jaw,'complic' <3> 'jaw'
complication in jaw,'complic' <2> 'jaw'
jaw complication,'jaw' <-> 'complic'
jaw is complication,'jaw' <2> 'complic'
jaw is in complication,'jaw' <3> 'complic'
jaw is a little complication,'jaw' <3> 'littl' <-> 'complic'
irritation jaw,'irrit' <-> 'jaw'
irritation in my jaw,'irrit' <3> 'jaw'
irritation in jaw,'irrit' <2> 'jaw'
jaw irritation,'jaw' <-> 'irrit'
jaw is irritation,'jaw' <2> 'irrit'
jaw is in irritation,'jaw' <3> 'irrit'
jaw is a little irritation,'jaw' <3> 'littl' <-> 'irrit'
tender jaw,'tender' <-> 'jaw'
tender in my jaw,'tender' <3> 'jaw'
tender in jaw,'tender' <2> 'jaw'
jaw tender,'jaw' <-> 'tender'
jaw is tender,'jaw' <2> 'tender'
jaw is in tender,'jaw' <3> 'tender'
jaw is a little tender,'jaw' <3> 'littl' <-> 'tender'
papule jaw,'papul' <-> 'jaw'
papule in my jaw,'papul' <3> 'jaw'
papule in jaw,'papul' <2> 'jaw'
jaw papule,'jaw' <-> 'papul'
jaw is papule,'jaw' <2> 'papul'
jaw is in papule,'jaw' <3> 'papul'
jaw is a little papule,'jaw' <3> 'littl' <-> 'papul'
rupture jaw,'ruptur' <-> 'jaw'
rupture in my jaw,'ruptur' <3> 'jaw'
rupture in jaw,'ruptur' <2> 'jaw'
jaw rupture,'jaw' <-> 'ruptur'
jaw is rupture,'jaw' <2> 'ruptur'
jaw is in rupture,'jaw' <3> 'ruptur'
jaw is a little rupture,'jaw' <3> 'littl' <-> 'ruptur'
puffy jaw,'puffi' <-> 'jaw'
puffy in my jaw,'puffi' <3> 'jaw'
puffy in jaw,'puffi' <2> 'jaw'
jaw puffy,'jaw' <-> 'puffi'
jaw is puffy,'jaw' <2> 'puffi'
jaw is in puffy,'jaw' <3> 'puffi'
jaw is a little puffy,'jaw' <3> 'littl' <-> 'puffi'
issues brainstem,'issu' <-> 'brainstem'
issues in my brainstem,'issu' <3> 'brainstem'
issues in brainstem,'issu' <2> 'brainstem'
brainstem issues,'brainstem' <-> 'issu'
brainstem is issues,'brainstem' <2> 'issu'
brainstem is in issues,'brainstem' <3> 'issu'
brainstem is a little issues,'brainstem' <3> 'littl' <-> 'issu'
puffing brainstem,'puf' <-> 'brainstem'
puffing in my brainstem,'puf' <3> 'brainstem'
puffing in brainstem,'puf' <2> 'brainstem'
brainstem puffing,'brainstem' <-> 'puf'
brainstem is puffing,'brainstem' <2> 'puf'
brainstem is in puffing,'brainstem' <3> 'puf'
brainstem is a little puffing,'brainstem' <3> 'littl' <-> 'puf'
inflamed brainstem,'inflam' <-> 'brainstem'
inflamed in my brainstem,'inflam' <3> 'brainstem'
inflamed in brainstem,'inflam' <2> 'brainstem'
brainstem inflamed,'brainstem' <-> 'inflam'
brainstem is inflamed,'brainstem' <2> 'inflam'
brainstem is in inflamed,'brainstem' <3> 'inflam'
brainstem is a little inflamed,'brainstem' <3> 'littl' <-> 'inflam'
hurts brainstem,'hurt' <-> 'brainstem'
hurts in my brainstem,'hurt' <3> 'brainstem'
hurts in brainstem,'hurt' <2> 'brainstem'
brainstem hurts,'brainstem' <-> 'hurt'
brainstem is hurts,'brainstem' <2> 'hurt'
brainstem is in hurts,'brainstem' <3> 'hurt'
brainstem is a little hurts,'brainstem' <3> 'littl' <-> 'hurt'
cramps brainstem,'cramp' <-> 'brainstem'
cramps in my brainstem,'cramp' <3> 'brainstem'
cramps in brainstem,'cramp' <2> 'brainstem'
brainstem cramps,'brainstem' <-> 'cramp'
brainstem is cramps,'brainstem' <2> 'cramp'
brainstem is in cramps,'brainstem' <3> 'cramp'
brainstem is a little cramps,'brainstem' <3> 'littl' <-> 'cramp'
shaking brainstem,'shake' <-> 'brainstem'
shaking in my brainstem,'shake' <3> 'brainstem'
shaking in brainstem,'shake' <2> 'brainstem'
brainstem shaking,'brainstem' <-> 'shake'
brainstem is shaking,'brainstem' <2> 'shake'
brainstem is in shaking,'brainstem' <3> 'shake'
brainstem is a little shaking,'brainstem' <3> 'littl' <-> 'shake'
hypersensitivity brainstem,'hypersensit' <-> 'brainstem'
hypersensitivity in my brainstem,'hypersensit' <3> 'brainstem'
hypersensitivity in brainstem,'hypersensit' <2> 'brainstem'
brainstem hypersensitivity,'brainstem' <-> 'hypersensit'
brainstem is hypersensitivity,'brainstem' <2> 'hypersensit'
brainstem is in hypersensitivity,'brainstem' <3> 'hypersensit'
brainstem is a little hypersensitivity,'brainstem' <3> 'littl' <-> 'hypersensit'
trauma brainstem,'trauma' <-> 'brainstem'
trauma in my brainstem,'trauma' <3> 'brainstem'
trauma in brainstem,'trauma' <2> 'brainstem'
brainstem trauma,'brainstem' <-> 'trauma'
brainstem is trauma,'brainstem' <2> 'trauma'
brainstem is in trauma,'brainstem' <3> 'trauma'
brainstem is a little trauma,'brainstem' <3> 'littl' <-> 'trauma'
inflammation brainstem,'inflamm' <-> 'brainstem'
inflammation in my brainstem,'inflamm' <3> 'brainstem'
inflammation in brainstem,'inflamm' <2> 'brainstem'
brainstem inflammation,'brainstem' <-> 'inflamm'
brainstem is inflammation,'brainstem' <2> 'inflamm'
brainstem is in inflammation,'brainstem' <3> 'inflamm'
brainstem is a little inflammation,'brainstem' <3> 'littl' <-> 'inflamm'
avulsion brainstem,'avuls' <-> 'brainstem'
avulsion in my brainstem,'avuls' <3> 'brainstem'
avulsion in brainstem,'avuls' <2> 'brainstem'
brainstem avulsion,'brainstem' <-> 'avuls'
brainstem is avulsion,'brainstem' <2> 'avuls'
brainstem is in avulsion,'brainstem' <3> 'avuls'
brainstem is a little avulsion,'brainstem' <3> 'littl' <-> 'avuls'
plaque brainstem,'plaqu' <-> 'brainstem'
plaque in my brainstem,'plaqu' <3> 'brainstem'
plaque in brainstem,'plaqu' <2> 'brainstem'
brainstem plaque,'brainstem' <-> 'plaqu'
brainstem is plaque,'brainstem' <2> 'plaqu'
brainstem is in plaque,'brainstem' <3> 'plaqu'
brainstem is a little plaque,'brainstem' <3> 'littl' <-> 'plaqu'
tingling brainstem,'tingl' <-> 'brainstem'
tingling in my brainstem,'tingl' <3> 'brainstem'
tingling in brainstem,'tingl' <2> 'brainstem'
brainstem tingling,'brainstem' <-> 'tingl'
brainstem is tingling,'brainstem' <2> 'tingl'
brainstem is in tingling,'brainstem' <3> 'tingl'
brainstem is a little tingling,'brainstem' <3> 'littl' <-> 'tingl'
discomfort brainstem,'discomfort' <-> 'brainstem'
discomfort in my brainstem,'discomfort' <3> 'brainstem'
discomfort in brainstem,'discomfort' <2> 'brainstem'
brainstem discomfort,'brainstem' <-> 'discomfort'
brainstem is discomfort,'brainstem' <2> 'discomfort'
brainstem is in discomfort,'brainstem' <3> 'discomfort'
brainstem is a little discomfort,'brainstem' <3> 'littl' <-> 'discomfort'
oedema brainstem,'oedema' <-> 'brainstem'
oedema in my brainstem,'oedema' <3> 'brainstem'
oedema in brainstem,'oedema' <2> 'brainstem'
brainstem oedema,'brainstem' <-> 'oedema'
brainstem is oedema,'brainstem' <2> 'oedema'
brainstem is in oedema,'brainstem' <3> 'oedema'
brainstem is a little oedema,'brainstem' <3> 'littl' <-> 'oedema'
burning brainstem,'burn' <-> 'brainstem'
burning in my brainstem,'burn' <3> 'brainstem'
burning in brainstem,'burn' <2> 'brainstem'
brainstem burning,'brainstem' <-> 'burn'
brainstem is burning,'brainstem' <2> 'burn'
brainstem is in burning,'brainstem' <3> 'burn'
brainstem is a little burning,'brainstem' <3> 'littl' <-> 'burn'
macule brainstem,'macul' <-> 'brainstem'
macule in my brainstem,'macul' <3> 'brainstem'
macule in brainstem,'macul' <2> 'brainstem'
brainstem macule,'brainstem' <-> 'macul'
brainstem is macule,'brainstem' <2> 'macul'
brainstem is in macule,'brainstem' <3> 'macul'
brainstem is a little macule,'brainstem' <3> 'littl' <-> 'macul'
tight brainstem,'tight' <-> 'brainstem'
tight in my brainstem,'tight' <3> 'brainstem'
tight in brainstem,'tight' <2> 'brainstem'
brainstem tight,'brainstem' <-> 'tight'
brainstem is tight,'brainstem' <2> 'tight'
brainstem is in tight,'brainstem' <3> 'tight'
brainstem is a little tight,'brainstem' <3> 'littl' <-> 'tight'
pains brainstem,'pain' <-> 'brainstem'
pains in my brainstem,'pain' <3> 'brainstem'
pains in brainstem,'pain' <2> 'brainstem'
brainstem pains,'brainstem' <-> 'pain'
brainstem is pains,'brainstem' <2> 'pain'
brainstem is in pains,'brainstem' <3> 'pain'
brainstem is a little pains,'brainstem' <3> 'littl' <-> 'pain'
injury brainstem,'injuri' <-> 'brainstem'
injury in my brainstem,'injuri' <3> 'brainstem'
injury in brainstem,'injuri' <2> 'brainstem'
brainstem injury,'brainstem' <-> 'injuri'
brainstem is injury,'brainstem' <2> 'injuri'
brainstem is in injury,'brainstem' <3> 'injuri'
brainstem is a little injury,'brainstem' <3> 'littl' <-> 'injuri'
numbness brainstem,'numb' <-> 'brainstem'
numbness in my brainstem,'numb' <3> 'brainstem'
numbness in brainstem,'numb' <2> 'brainstem'
brainstem numbness,'brainstem' <-> 'numb'
brainstem is numbness,'brainstem' <2> 'numb'
brainstem is in numbness,'brainstem' <3> 'numb'
brainstem is a little numbness,'brainstem' <3> 'littl' <-> 'numb'
pounding brainstem,'pound' <-> 'brainstem'
pounding in my brainstem,'pound' <3> 'brainstem'
pounding in brainstem,'pound' <2> 'brainstem'
